PALAVRA,QTD_PALAVRA
PROCESS;,2
MIXED,1
BLESSINGTO,1
VARIOUSLY,1
SUPERVISOR,13
USER/SUPERVISOR,1
ACCOM-,2
PLISHED,1
SYSCALL,1
RESETS,1
TEM’S,1
VENTING,1
INTERFACEKERNEL,1
PRO-CESS,1
LOCA-TION,4
MECHA-NISM,1
530CHAPTER,1
DISJOINT,1
ANOTHER’S,1
UNABLE,2
ASSURE,1
PROTECTED,6
SATISFIES,1
OWNED,1
P1’S,1
P2’S,2
ELABORATION:WHEN,1
SWITCHORPROCESS,1
P1’S;,1
P1—BOTH,1
PROCESSIDENTIFIER,1
IDENTIFIER,3
ASID,1
ELIMINATESTHE,1
OCCASIONS,1
PHYS-,1
IDENTIFIERS,1
EXE-CUTING,1
531HANDLING,1
STRAIGHTFOR-,1
WARD,1
CESS,3
REEXECUTING,1
SOMETIME,1
DISASTROUS,1
LW$1,1
0$1,1
OCCURRING;,1
532CHAPTER,1
REGISTERCP0,1
NUMBERDESCRIPTIONEPC14WHERE,1
CAUSE13CAUSE,1
BADVADDR8ADDRESS,1
INDEX0LOCATION,1
RANDOM1PSEUDORANDOM,1
ENTRYLO2PHYSICAL,1
ENTRYHI10VIRTUAL,1
CONTEXT4PAGE,1
MTC0,1
HARDWARESOFTWAREINTERFACEBETWEEN,1
HANDLER,9
PROG,1
DISABLES,1
RECOVER,3
OCCURS—NAMELY,1
FAULTS;,1
REENABLE,1
PRE-VENTING,1
533OF,1
DIRTY;,1
FREELY,1
RESET,1
FAULTED,1
SUCCESSFULLY,4
RESTARTED,2
RESTARTABLE,5
COMPLET-,1
EXCEPTION-HANDLING,1
BADVADDR,1
ANDGENERATES,1
HAN-DLER,1
EXE-CUTION,1
EXCEPTION’S,2
HANDLERNAME,2
534CHAPTER,1
CONTEXTREGISTER:,1
$K1AND,1
$K0AND$K1ARE,1
SAVING;,1
HANDLER:,1
TLBMISS:MFC0$K1,1
CONTEXT#,1
PTE,3
LW$K1,2
0$K1#,1
MTC0$K1,1
ENTRYLO#,1
ENTRYLO,2
TLBWR#,1
RANDOMERET#,1
EXCEPTIONAS,1
TLBWRCOPIES,1
ENTRYLOINTO,1
RANDOMIMPLEMENTS,1
FREE-RUNNING,1
INING,1
DIAGNOSE,4
HANDLERS,2
LEAV-,1
535THE,1
FAULTING,2
PAGE;,1
GPRADDI$K1,1
-XCPSIZE#,1
SW$SP,1
XCT_SP$K1#,1
SW$V0,1
XCT_V0$K1#,1
$AI,1
$SI,1
$TI,1
STACKSW$RA,1
XCT_RA$K1#,1
LOMFHI$V0,1
HIMFLO$V1,1
LOSW$V0,1
XCT_HI$K1#,1
XCT_LI$K1#,1
REGISTERSMFC0$A0,1
$CR,2
REGISTERSW$A0,1
XCT_CR$K1#,1
MFC0$A3,1
$SR,8
REGISTERSW$A3,1
XCT_SR$K1#,1
SPMOVE$SP,1
SP,3
XCPSIZEENABLE,1
EXCEPTIONSANDI$V0,1
MASK1#,1
MASK1,1
MTC0$V0,2
EXCEPTIONSCALL,1
HANDLERSET,1
$GPMOVE$GP,1
GPINIT#,1
CODEMOVE$A0,1
ARG1,1
STACKJALXCPT_DELIVER,1
STATERESTORE,1
LOMOVE$AT,1
$SPLW$RA,1
XCT_RA$AT#,1
$A1LW$A0,1
XCT_A0$K1#,1
REGISTERLW$V0,1
XCT_SR$AT#,1
LI$V1,1
MASK2,2
EXCEPTIONSAND$V0,1
$V1#,1
DISENABLE,1
REGISTEREXCEPTION,1
REGISTERSLW$SP,1
XCT_SP$AT#,1
LW$V0,1
XCT_V0$AT#,1
LW$V1,1
XCT_V1$AT#,1
XCT_EPC$AT#,1
LW$AT,1
XCT_AT$AT#,1
ERC,1
RETURNMTC0$K1,1
$EPCERET$RA,1
INSTRUCTIONFIGURE,1
28MIPS,1
536CHAPTER,1
ELABORATION:THIS,1
ASIDE,1
UNMAPPED,6
HEXTOBFFF,1
FFFFHEXTO,1
MIPS-I,1
RFE,1
CACH-,2
MANAGING,4
537OPERATING,1
RESIDENT,1
POINTLESS,1
POLICIES,3
ROUTINELY,1
CONTINUOUSLY,2
SWAPPING,5
THRASHING,3
THRASHES,1
REEXAMINE,2
32–64,2
QUARTER,1
¥4,1
KB=,1
ALLEVIATE,1
538CHAPTER,1
RIGHT:,1
QUALITATIVELY,1
PLICITY,1
1:WHERE,2
VARIES:,1
HIERARCHIES7,2
5SCHEME,1
NAMENUMBER,1
SETSBLOCKS,1
SETDIRECT,1
MAPPEDNUMBER,1
ASSOCIATIVEASSOCIATIVITY,1
2–16,1
ASSOCIATIVE1NUMBER,1
CACHEASSOCIATIVITY---------------------------------------------------------------------------------------------------------,1
539KB,1
LARG-,1
SLIGHTLY;,1
CACHESTYPICAL,2
TLBTOTAL,1
BLOCKS250–2000,1
4000–250,1
000–250,1
KILOBYTES16–64500–8000250,1
000–1,1
25–16,1
BYTES32–64,1
32–128,1
4000–64,1
4–32,1
CLOCKS10–25,1
100–1000,1
000–100,1
00010–1000,1
L22%–5%,1
1%–2%,1
00001%–0,1
0001%,1
01%–2%,1
CHARACTERIZE,1
RELATED;,1
30THE,1
1%–10%,1
20%–30%,1
ASSOCIATIVITYMISS,1
0ONE-WAYTWO-WAY,1
3%6%9%12%,1
15%FOUR-WAYEIGHT-WAY,1
KB2,1
KB4,3
KB8,2
KB16,1
KB32,2
KB64,1
KB128,1
540CHAPTER,1
MEN-,1
TIONED,1
2:HOW,2
PROHIBITIVE,1
GREATEST,1
BENEFICIAL,1
SEARCH-,1
DIRECT-,1
ASSOCIATIVITYLOCATION,1
METHODCOMPARISONS,1
REQUIREDDIRECT,1
ASSOCIATIVEINDEX,1
ELEMENTSDEGREE,1
FULLSEARCH,1
ENTRIESSIZE,1
CACHESEPARATE,1
TABLE0,1
541MAPPED,1
3:WHICH,1
RANDOM:CANDIDATE,1
ASSISTANCE,1
LRU:,1
APPROXI-,1
MATED—FOR,1
APPROXIMATED,2
542CHAPTER,1
APPROXIMATING,1
4:WHAT,1
OPTIONS:,1
COPY-BACK,1
PRAC-,1
TICAL,1
DRAM-BASED,1
543THE,1
CS:AN,1
CLASSIFIED,5
CS,6
:COMPULSORY,1
:THESE,3
COLD-START,3
FLICT,1
ANSWER:,5
METHODS:INDEXING,1
3:WHAT,1
4:HOW,1
THEBIGPICTURETHREE,1
MODELA,1
MODELIN,1
CATE-GORIES:,1
COMPULSORY,10
CAN-NOT,1
COLLI,1
-SION,1
544CHAPTER,1
ATTACKED,1
CONTENTION,4
ENLARGING,1
STEADILY,1
006%,1
TWO-WAYINDICATES,1
MARKED,1
TYPE0%832,1
1%2%3%,1
4%5%1285126%,1
7%16642564CAPACITY8%9%10%1024,1
545BECAUSE,1
QUALITATIVE,1
CHANGEEFFECT,1
RATEPOSSIBLE,1
SIZEDECREASES,2
TIMEINCREASE,2
ASSOCIATIVITYDECREASES,1
MISSESMAY,1
LOCALITYINCREASES,1
RATEFIGURE,1
32MEMORY,1
NEGATIVELY,1
546CHAPTER,1
SORS:,1
HIGHER-END,1
6FIGURE,1
33AN,1
L2CACHE,1
42%,1
HYPERTRANSPORT™:,1
FETCH/SCAN/ALIGN/MICROCODE:,1
CONTROLLER:,1
FPU:,1
GENERATOR:,1
193,6
MM2,2
547THE,1
36-,1
BIGGEST,1
CHARACTERISTICINTEL,2
OPTERONVIRTUAL,1
BITSPHYSICAL,1
ADDRESS36,1
BITSPAGE,1
SIZE4,2
2/4,2
ORGANIZATION1,1
DATABOTH,1
PSEUDO-LRU,1
REPLACEMENTBOTH,1
ROUND-ROBIN,1
LRUBOTH,1
34ADDRESS,1
LARGE-PAGE,1
548CHAPTER,1
490,1
MISSALLOWS,1
HIGH-BANDWIDTH,3
OPTERONL1,1
ORGANIZATIONSPLIT,1
CACHESSPLIT,1
SIZE8,1
12K,2
INSTRUCTIONS/DATA,1
ASSOCIATIVITY4-WAY,1
2-WAY,4
REPLACEMENTAPPROXIMATED,3
REPLACEMENTLRU,1
SIZE64,1
POLICYWRITE-THROUGH,1
WRITE-BACKL2,1
ORGANIZATIONUNIFIED,1
UNIFIED,1
SIZE512,1
MBL2,1
ASSOCIATIVITY8-WAY,1
16-WAY,2
SIZE128,1
POLICYWRITE-BACK,1
WRITE-BACKFIGURE,1
35FIRST-LEVEL,1
TAGGED;,1
TIVES,1
527,2
549THE,1
489,3
TRAFFIC,2
MULTIPROCESSOR,14
-LEVEL,1
DUAL-PROCESSOR,1
RADICAL,1
$1900,1
UPGRADING,1
$2000,1
$1500,1
EXPENDED,1
ELABORATION:PERHAPS,1
ORGANIZING,2
PROMOTE,1
SPA-,1
CACHEFINDS,1
TAKENBRANCHESTO,1
FOLDS,1
VALIDATED,1
POWER-OF-TWO,1
UTILIZATION,3
CONVENTIONAL,1
ENTERED,1
5–10,2
16–24,1
550CHAPTER,1
TRAILER,1
2K–3K,1
PROPAGATED,1
TRAPS,1
EXAMS,1
SIMU-,1
LATING,1
32-BYTE,2
PITFALLS7,1
7313029………11109876543210000………000100101100CACHEBLOCKNUMBERBLOCKOFFSETBLOCK,1
551BYTE,1
CATCHES,1
508,2
I=500;,1
J=0;,2
J=500;,1
J=J+1,1
K=0;,1
K=500;,1
K=K+1,1
ZKJ;WHEN,1
¥500,1
ENSUING,1
BLOCKINGCAN,1
30032--------,1
9=25632--------,1
552CHAPTER,1
PITFALL:EXTENDING,1
UNSEGMENTED,2
MER-VISIBLE,1
TROUBLE,1
UNRESTRICTED,1
WORDS—,1
OFFSET—CAUSING,1
UNDERSCORED,1
RAW,2
ACCESS—AND,1
SOUNDNESS,1
RATE—LESS,1
7%,2
REMARKS7,1
553INCREASES,1
TRENDS,1
545,1
MPUAMDOPTERONINTRINSITY,1
PXA250SUN,1
ULTRASPARC,2
IV,5
ARCHITECTUREIA-32,1
AMD64MIPS32,1
IA-32ARMSPARC,1
V9INTENDED,1
APPLICATIONSERVEREMBEDDEDDESKTOP,1
EMBEDDEDSERVER,1
2004193,1
122217356INSTRUCTIONS,1
ISSUED/CLOCK3,1
OPS14¥,1
2CLOCK,1
20042,1
GHZ2,1
GHZ3,1
GHZ0,1
GHZ1,1
GHZINSTRUCTION,1
CACHE64,2
ASSOCIATIVE16,2
MAPPED12000,1
~96,1
32-WAY,2
ASSOCIATIVE32,2
4-WAY,4
ASSOCIATIVELATENCY,2
CLOCKS34412DATA,1
1-WAY,1
ASSOCIATIVE8,1
ASSOCIATIVE64,1
CLOCKS33212TLB,1
I/D/L2,1
TLB40/40/512/,1
51216128/12832/32128/512MINIMUM,1
KB1,1
KBON-CHIP,1
CACHE1024,1
ASSOCIATIVE1024,1
ASSOCIATIVE512,1
8-WAY,1
ASSOCIATIVE—,1
—OFF-CHIP,1
—,3
—16,1
ASSOCIATIVEBLOCK,1
L1/L2,1
BYTES64,1
6464/1283232FIGURE,1
36DESKTOP,1
SKTOP,1
VARY:,1
554CHAPTER,1
THIRD-LEVEL,5
REORGANIZE,1
RAL,1
LOOP-ORIENTED,1
STRUCTURE;,1
ALGEBRA,2
37USING,1
BASELINE,2
PLOTTED,1
LOGARITHMIC,2
PROCESSOR-DRAM,1
35%,1
55%,1
SLOWS,1
119801981101001,1
000198219831984198519861987198819891990199119921993199419951996199719981999200020012002200320042005CPUMEMORY,1
555RESTRUCTURING,1
LOCALITY—,1
PERFORMANCE—CAN,1
551,1
COMPILER-DIRECTED,1
PREFETCHING,3
PREFETCH-,1
ATTRAC-,1
UNIPROCESSOR,1
CONCLUDES,2
CTSS,2
MULTICS,2
BSD,2
<§7,45
CACHESWHILE,1
C90,1
WAY7,1
EX-HIBIT,3
PSEUDOCODE,3
READING7,1
10EXERCISES7,1
10PREFETCHING,1
556CHAPTER,1
RE-GARD,1
GARD,1
53/3,1
WRITE-BACKCACHE,1
INTENSIVE,1
INTEGRITY,1
HITSAND,1
PSEUDOCODE:INT,1
ARRAY10000,1
100000;FOR,1
ARRAYIJ,1
{ARRAYIJ,1
ARRAYIJ*2;}WRITE,1
ROW-MAJOR,1
UMN-MAJOR,1
1210,1
557CACHE,1
INFIGURE,1
HINT:YOU,1
ORGANIZA-TIONS,1
1510,2
C2IS,1
TIME7,3
1910,1
FOURREADS,1
PEAR,1
BUS:,2
CONFLICT7,1
213,1
CACHEORGANIZATIONS,1
DINERO,1
AVAILABLE—SEE,1
PREFACE,1
503,3
221,1
COMMISSIONED,1
ITHAS,1
¥8,1
HAVEA,1
558CHAPTER,1
2310,2
<§§7,8
CONFIGURATIONS7,3
OPERATION7,3
2610,1
2915,1
ADDRESS-ING,2
SBYTES,1
BBYTES,1
A-WAY,1
B=,1
FOLLOW-ING,1
K:,1
3010,1
3220,1
CONFIGURATIONS:CACHE,1
1:DIRECT-MAPPED,1
2:DIRECT-MAPPED,1
3:TWO-WAY,1
MADE:,1
1:INSTRUCTION,1
4%;,1
2:INSTRUCTION,1
2%;,2
3:INSTRUCTION,1
5597,1
420,1
DETERMINEWHICH,1
3415,1
ISTWO-WAY,1
OPTIMIZATIONSON,1
DATA:INT,1
STRIDE,3
ARRAY512;,1
I<10000;,1
I++FOR,2
J<512;,1
J=J+STRIDEC,1
ARRAYJ+17;IF,1
ACTIVITY,4
2–7,2
INTERACTIONS7,1
384,1
SEVERALDIFFERENT,1
SIZES:1,1
64-ENTRY,2
32-ENTRY,1
128-ENTRY,1
3915,1
PROPERTIES:40-BIT,1
PAGES36-BIT,1
560CHAPTER,1
IM-PLEMENTED,1
16-ENTRY,1
ARETHE,1
4210,1
HACKER,1
MALICOUS,1
THIS7,1
TABLES7,2
CATEGORIES—COMPUL-SORY,1
543—WHICH,1
REWRITTEN,2
INCREASED7,1
CACHESIMULATOR,1
READDIRECTMAPPEDCACHEADDRESS,1
ASTATIC,1
CACHECACHE_SIZE_IN_WORDS;ENTRY,1
CACHEA,1
INDEX;IF,1
{E,1
TRUE;E,1
TAG;E,1
LOAD_FROM_MEMORYA;},1
DATA;YOUR,1
MULTIPLE-WORD,1
NA-,1
5617,1
488,1
SPECIFICA-TION,2
POL-ICY,1
498,1
YOURSOLUTION,2
518,2
7–7,1
OPTIMIZATION/*,1
*/FOR,1
20;,2
J++FOR,1
200;,2
I++XIJ,1
1;/*,1
*/,1
J++XIJ,1
1;ANSWERS,1
YOURSELF§7,1
472:,1
§7,4
491:,1
510:,1
538:,1
1-A,1
2-C,1
3-C,1
4-D,1
545:,1
TREASURES,1
PROBLEM:FIND,1
ART-,1
THREATENED,1
AGING,2
RESTO-,1
RATION,1
HARM,1
IRRE-,1
PLACEABLE,1
ARTWORKS,1
INSTRUMENTATION,2
ARTWORK,3
CONSERVATORS,1
RESTOR-,1
INFORMED,1
SUCCESS-,1
PRESERVATION,1
CONSERVATION,2
RESTORATION,4
OPED,1
HIGH-TECHNOLOGY,1
FRESCOES,2
PAINTED,2
PLASTER,1
MOISTURE,1
DETERIORATION;,1
SMOKE,1
CANDLES,1
CONTAMINANTS,1
ATTACK,1
PAINT,1
GRIME,1
CRACKS,1
FRESCOS,1
WALLS,1
PAINTING,5
HUMIDITY,1
WARM,1
COMPUTER-,1
CLIMATE,1
STRATEGIC,1
VISITORS,1
MICHE-,2
LANGELO’S,1
MASTERPIECE,1
TECHNIQUES—,1
INFRARED,5
ULTRAVIOLET,2
IMAGING,10
X-RADIOGRAPHY—HAVE,1
HEAVIEST,1
X-RAY,2
SCANNERS,1
PATCHWORK,1
STITCHED,1
NEAR-INFRARED,1
REFLECTION,2
MURAL,1
FRESCO,1
UNDERDRAWING,1
ARTISTS,1
CHARCOAL,1
ABSORBS,1
PAINTING:,1
RESTORERS,1
RETOUCHED,1
X-RADIOGRAPHY,1
YELLOW,1
PIGMENTS,1
DARKER,1
SCULPTURE,2
FINDER,1
POLYGONS,1
LANGELO,1
CONSER-,1
VATION,1
EDUCATIONAL,1
STU-,1
DENTS,1
CONSERVING,1
PAINTINGS,1
VERSITY’S,1
MICHELANGELO,1
8COMBINING,1
SWIFT,1
EVER-EXPANDING,1
TROVES,1
PROLIFERATING,1
REPOSITORIES,1
GILDER,1
NIGH,1
2000STORAGE,1
5668,1
5698,1
3NETWORKS,1
5808,1
DEVICES5818,1
SYSTEM5888,1
5978,1
6008,1
6038,1
6068,1
6098,1
6118,1
12EXERCISES,7
611THE,2
566CHAPTER,1
8ALTHOUGH,1
FRUSTRATED,1
HANGS,1
REBOOTED,1
APOPLECTIC,1
SYSTEM:THE,1
VARIETY:,1
BEHAVIOR:,1
REREAD,1
PARTNER:,1
FEEDING,1
MAXI-,2
INPUTDEVICE,1
BRIEFLY,2
DEVICES:MICE,1
1INTRODUCTION8,1
567HOW,1
STREAMS,1
UNRELATED,4
TAX-PROCESSING,1
INCOME,1
TAX,3
NITS,2
MOSTLY,1
CESSING,1
DISKDISKPROCESSORCACHEMEMORY-,1
MAINMEMORY,1
I/OCONTROLLERI/OCONTROLLERI/OCONTROLLERGRAPH,1
ICSOUTPUTNETWORK,1
568CHAPTER,1
8IN,2
ATMS,2
INVENTORY,1
ANDHOW,1
ATM,4
MINUTES—YOU,1
PARTNER,2
MBIT/SECKEYBOARDINPUTHUMAN30,1
0001MOUSEINPUTHUMAN30,1
0038VOICE,1
INPUTINPUTHUMAN30,1
2640SOUND,2
INPUTINPUTMACHINE30,1
0000SCANNERINPUTHUMAN30,1
2000VOICE,1
OUTPUTOUTPUTHUMAN30,2
008,1
0000LASER,1
PRINTEROUTPUTHUMAN30,1
2000GRAPHICS,1
DISPLAYOUTPUTHUMAN800,1
0000–8000,1
0000MODEMINPUT,1
OUTPUTMACHINE,3
0160–0,1
0640NETWORK/LANINPUT,1
0000–1000,1
0000NETWORK/WIRELESS,1
LANINPUT,1
0000–54,1
0000OPTICAL,1
DISKSTORAGEMACHINE30,1
080,1
0000MAGNETIC,2
TAPESTORAGEMACHINE0032,1
DISKSTORAGEMACHINE240,1
0000–2560,1
0000FIGURE,1
COMPUTERS;,1
MBIT/SEC,2
BITS/SEC,1
569FOCUSED,1
MOVEABLE,1
ISNONVOLATILE,1
RECORDABLE,1
ROTATED,1
SECTORS,15
INFORMATION;,1
INITIATIVE,1
SECTOR,20
4096,1
CORRECTION,9
B-,1
ZONE,2
ZBR,3
SPACING,1
CYLINDERIS,1
THREE-STAGE,1
MANUFACTURERS,5
MANUALS,1
AVER-,1
SEEKS,3
ADVERTISED,5
MS,22
33%,1
DEPENDABILITY8,1
2NONVOLATILE,1
CON-CENTRIC,1
DISK;,3
SMALL-EST,1
SEEKTHE,2
570CHAPTER,1
8ADVERTISED,1
ROTATIONAL,14
ORROTATIONAL,1
MB/SEC,32
OVER;,1
ADISK,1
TIM,2
IMPOSES,1
SIST,2
512-BYTE,1
HEAD;,2
AVERAGEROTATIONALLATENCY,2
5ROTATION,5
5400RPM,1
----------------------------,1
5400RPM60,1
SECONDSMINUTE------------------,2
Ë¯Ê‹§--------------------------------------------------------------=0,1
0056=SECONDS5,1
6MS=,1
000RPM,2
---------------------------=0,1
000RPM60,1
Ë¯Ê‹§------------------------------------------------------------=0,1
0020=SECONDS2,1
0MS=,1
571DISK,1
DENSITIES,1
AMAZING,1
GIGABYTE,5
ELABORATION:MOST,1
ANTICIPATE,1
CRAVE,1
DEPENDABLE,2
INDUS-,1
DICTIONARY,1
CONSIDERABLE,1
DEBATE,1
LAPRIE,2
1985:COMPUTER,1
RELI-,3
JUSTIFIABLY,1
INTERACTING,1
SYSTEM’S,1
DEVIATES,1
ANSWER6,1
0MS,1
---------------------------0,1
5KB,1
50MB/SEC,1
-----------------------0,1
2MS,3
+++6,1
+++9,1
==1,1
5MS3,1
0MS0,1
01MS0,1
+++4,1
7MS=,1
572CHAPTER,1
ALTERNATING,1
RESPECT,4
SPECIFICATION:,1
ACCOMPLISHMENT,5
INTERRUPTION,3
SPECI-,1
TRANSITIONS,2
RESTORATIONS,2
PERMANENT,2
INTERMITTENT,1
OSCILLATES,1
STATES;,1
TERMS:,1
3SIX,1
MICRODRIVE,8
1-INCH,1
PICTURED,1
REPRESENTATIVE,2
PORTRAY,1
R81,1
14-INCH,1
456,1
FUJITSU,1
1984,6
MICROP-,1
OLIS,1
RD53,1
25-INCH,1
0361,1
5-INCH,3
CONNER,1
CP,1
2045,1
PHOTO-,1
INTEGRAL,1
10-INCH,1
573RELIABILITYIS,1
ACCOMPLISHMENT—OR,1
EQUIVA-,1
LENTLY,1
FAILURE—FROM,1
MTTF,15
MTTR,5
MTBF,4
ISSIMPLY,1
AVAILABILITYIS,1
ALTERNATION,1
AVAILABIL-,1
STATISTICALLY,1
QUANTIFIABLE,1
SYNONYMS,1
PAPERS,9
LECTED,1
CHARACTERISTICSSEAGATE,1
ST373453SEAGATE,1
ST3200822SEAGATE,1
ST94811ADISK,1
INCHES3,1
502,1
50FORMATTED,1
GB73,1
4200,1
040,1
0NUMBER,1
HEADS842ROTATION,1
RPM15,1
00072005400INTERNAL,1
MB888EXTERNAL,1
ULTRA320,2
SCSI,12
MB/SEC57–8632–5834MINIMUM,1
MS0,1
0/1,1
5/2,1
0AVERAGE,1
MS3,1
6/3,1
98,3
5/9,1
0/14,1
0MEAN,1
HOURS1,1
25˚C600,1
25˚C330,1
25˚CWARRANTY,1
YEARS53—NONRECOVERABLE,1
READ<1,1
1015<,1
1014<,1
1014TEMPERATURE,1
VIBRATION,2
5˚–55˚C,1
HZ,3
G0˚–60˚C,1
G5˚–55˚C,1
POUNDS1,1
"0""¥",1
"0""",3
¥5,2
"8""",2
LBS1,1
LBS0,1
"4""",1
"7""",1
¥3,1
"9""",1
LBS,1
POWER:,1
OPERATING/IDLE/STANDBY,1
WATTS20/12/—12/8/12,1
4GB/CU,1
GB/WATT3,1
GB/CU,3
GB/W9,1
GB/W10,1
GB/W,1
$/GBª,1
ª,4
$5/GBª,1
5/GBª,1
50/GBFIGURE,1
4CHARACTERISTICS,1
RANSFER,1
HYPERCOMPETITIVE,1
IFFERENCES,1
SEAGATE,3
5-Y,1
EAR,1
1-YEAR,1
NOMINAL,2
ETIMES,1
BEMUCH,1
AVAILABILITYMTTFMTTFMTTR+,1
---------------------------------------,1
574CHAPTER,1
MTTF:,1
AVOIDANCE:,1
TOLERANCE:,2
COMPLY,1
FORECASTING:,1
DIAGNOSIS,3
RAIDLEVERAGING,1
CAPTURED,2
RAID,93
OPERATORSOFTWARE,1
42%25%18%DATA,1
TANDEM,3
198515%55%14%DATA,1
198918%44%39%DATA,1
198550%20%30%DATA,1
199350%14%19%U,1
199654%7%30%U,1
200060%25%15%INTERNET,1
2002FIGURE,1
5SUMMARY,1
CAPTURE,1
OUTAGES,3
MURPHY,1
GENT,1
STUDIED,1
INTERNATIONAL,1
11:5,15
SEPTEMBER–OCTOBER,1
341–53,1
FCC,1
KUHN,1
30:4,1
31–36,1
PATTY,1
ENRIQUEZ,1
GANAPATH,1
INEXPEN-,1
ANORGANIZATION,1
INEXPEN-SIVE,1
575WITH,1
AFFORDABLE,1
RETROSPECT,1
EVOLUTIONARY,1
SPREADING,1
STRIPING,7
VIDEO-EDITING,1
STRIPE,2
MISNOMER,1
OPERATOR,6
0HAS,1
MIRRORING,8
TOLERATING,1
ORSHADOWING,1
CORRECTING,2
FALLEN,1
DISUSE,1
IDENTI-CAL,1
576CHAPTER,1
8BIT-INTERLEAVED,1
PARITY,46
1/,1
LAR,2
6RAID,1
USEDDATA,1
DISKSRAID,1
MIRRORINGEMC,1
HPTANDEM,1
BIT-INTERLEAVED,2
PAR,2
ITYSTORAGE,1
BLOCK-,2
INTERLEAV,1
PARITYNETWORK,1
APPL,1
IANCERAID,1
ITYWIDELY,1
USEDRAID,1
USEDCHECK,1
ISKSPROTECTION,1
577UNLIKE,1
BLOCK-INTERLEAVED,8
RECALCULATE,1
7SMALL,1
OCCUPIED,1
D2,2
D3,2
D0,5
¢,5
D0¢,1
D0¢TO,1
SAVINGS,1
D0˜˜D0D1D2D3PD0˜˜D1D2D3P˜˜NEW,1
READ2,2
READ3,2
READ4,1
WRITE5,1
WRITEXORD0˜˜D0D1D2D3PD0˜˜D1D2D3P˜˜+NEW,1
WRITE4,1
WRITEXOR+XOR+,1
578CHAPTER,1
MATION;,1
WATCHING,1
MIXTURE,1
PARITY-WRITE,1
SPREAD,1
TRIBUTED,1
IMPLYING,1
CONCURRENTLY,1
6PARITY-BASED,1
SELF-IDENTIFYING,1
GENERALIZED,1
579BE,1
RAIDS,1
REDUN-,1
DANCY,1
STANDBY,4
SPARES,4
RECONSTRUCTED,1
LEISURELY,1
CONDITIONING,1
SHAKING,2
RACK,1
INSTALLATION,1
CORRELATED,2
UNRECOVERABLE,1
CAUTIOUS,1
8BLOCK-INTERLEAVED,1
INPARALLEL,1
048121620,1
159131721,1
2610141822,1
3711151923,1
P0P1P2P3P4P5,1
04812P420,1
159P31621,1
26P2131722,1
3P110141823,1
P07111519P5,1
4RAID,1
5HOT,1
HARD-WARE,1
IMMEDI-ATELY,1
580CHAPTER,1
8CHECKYOURSELF,2
ACCOMPLISHING,2
INTERACTS,1
WORTH,1
DISKS—EACH,2
1—AND,1
0—AND,1
STRIPED,1
MIRRORS,1
MIRRORED,1
STRIPES,1
CDGIVES,1
INTERNETWORKING,3
OSI,3
PROTOCOL,39
FAM-,1
ILIES,1
TCP/IP,2
LONG-HAUL,2
NETWORKS8,1
581IN,1
SUBSYSTEMS,1
VERSATILITY,1
LIMITING,1
MEETING,2
FACTORS:THE,1
SKEW,6
INTERCONNECTIONS,2
NET-,7
GRADUALLY,2
BASICSCLASSICALLY,1
582CHAPTER,1
8ACTUAL,1
NEXT;,1
TRANSACTION,38
PARTS:SENDING,1
TRANSACTIONS,14
SPECTIVE,1
PROCESSOR-MEMORY,12
ORI/O,1
CESSOR-MEMORY,1
MEMORY-PROCESSOR,3
LENGTHY,1
PROCESSOR-MEM-,1
BACKPLANE,6
BUSTO,1
TERISTICS,1
EMERGED,1
SERVES,1
PERIPHERAL,2
ENSURES,3
BUILDER,1
HOOK,1
MARIZES,1
STANDARDS:,1
ANDASYNCHRONOUS,1
PROTO-,2
COL,1
TRANSMITS,2
INITI-ATED,1
OPERA-TIONS,2
GEN-ERALLY,1
COEXIST,2
ASYNCHRONOUS,21
HANDSHAKING,9
COORDINATING,2
583SYNCHRONOUS,1
ADISCUSSION,1
LENGTHENED,1
WORRYING,1
SENDER,4
RECEIVER,6
HAND-,1
CEED,1
PARTIES,3
AGREE,4
LINES:,2
READREQ:,1
DATARDY:,1
ACK:,1
READREQ,7
DATARDY,6
PARTY,2
CHARACTERISTICFIREWIRE,1
1394,2
0BUS,1
TYPEI/OI/OBASIC,1
SIGNALS42CLOCKING,1
ASYNCHRONOUSASYNCHRONOUS,1
BANDWIDTH50,1
SPEEDHOT,1
PLUGABLEYESYES,1
DEVICES63127,1
LENGTHCOPPER,1
WIRE4,1
METERS5,1
NAMEIEEE,1
1394BUSE,1
IMPLEMENTORS,1
9KEY,1
ASERIES,1
COORDI-NATE,1
584CHAPTER,1
ACK,7
DEPICTING,1
SYN-,2
CHRONOUS,2
SEES,6
RAISES,2
TRIGGERS,1
READREQDATAACK,1
DATARDY122344576,1
585ELABORATION:ANOTHER,1
TOCOL,1
REQUESTOR,1
COLS,1
BRIDGE,18
11ORGANIZATION,1
875,4
AGP,4
APROTOCOL,1
TRANSAC-TION,1
REQUESTER,4
WAIT-,1
MB/SECPARALLEL,1
MB/SEC20,1
MB/SECPCI,1
MB/SECCSA0,1
GB/SECAGP,1
8X,2
GB/SECSERIAL,2
MB/SECDISKPENT,1
IUM,1
4PROCESSOR1,1
GBIT,1
CONTROLLERHUBNORTH,1
IDGE82875PMAINMEMORY,1
DIMMSDDR,1
4003,2
GB/SECDDR,1
MB/SECDISKAC/,1
971,1
MB/SECSTEREOSURROUND-SOUNDUSB,1
060,1
